@relation col10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.AddExpression-Ea8+1-Nexpression-weka.filters.unsupervised.attribute.Remove-R8

@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute oz6 numeric
@attribute oz7 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
0.060484,0.032389,0.495968,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.036437,0.495968,0,0.025641,0,0.733068,1
0.060484,0.02834,0.08871,0,0.025641,0.204724,0.733068,1
0.060484,0.02834,0.08871,0,0.025641,0.204724,0.733068,1
0.060484,0.02834,0.08871,0.007874,0.025641,0.204724,0.733068,1
0.08871,0.02834,0.020161,0.007874,0.025641,0.204724,0.733068,1
0.060484,0.02834,0.08871,0.007874,0.025641,0.204724,0.386454,1
0.08871,0.032389,0.08871,0.007874,0.025641,0.204724,0.386454,1
0.08871,0.032389,0.08871,0.007874,0.025641,0.204724,0.733068,1
0.08871,0.032389,0.08871,0.007874,0.025641,0.204724,0.733068,1
0.08871,0.032389,0.08871,0.015748,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.089069,0.495968,0.007874,0.025641,0,0.733068,1
0.060484,0.02834,0.020161,0.007874,0.025641,0,0.733068,1
0.08871,0.02834,0.020161,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.020161,0.007874,0.025641,0,0.733068,1
0.08871,0.02834,0.020161,0.015748,0.025641,0,0.733068,1
0.060484,0.02834,0.020161,0.015748,0.025641,0,0.733068,1
0.060484,0.02834,0.020161,0.007874,0.025641,0.204724,0.733068,1
0.08871,0.02834,0.020161,0.007874,0.025641,0.204724,0.733068,1
0.08871,0.02834,0.020161,0.007874,0.025641,0.204724,0.386454,1
0.08871,0.02834,0.08871,0.007874,0.025641,0.204724,0.386454,1
0.060484,0.02834,0.08871,0.007874,0.025641,0.204724,0.733068,1
0.060484,0.032389,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.02834,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.020161,0.007874,0.025641,0,0.733068,1
0.060484,0.032389,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.020161,0.007874,0.025641,0,0.733068,1
0.060484,0.032389,0.020161,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.015748,0.025641,0,0.733068,1
0.08871,0.032389,0.020161,0.015748,0.025641,0,0.733068,1
0.08871,0.02834,0.020161,0.007874,0.025641,0,0.733068,1
0.08871,0.089069,0.08871,0.015748,0.025641,0,0.733068,1
0.060484,0.02834,0.08871,0.007874,0.025641,0,0.733068,1
0.060484,0.02834,0.08871,0.015748,0.025641,0.204724,0.733068,1
0.08871,0.032389,0.08871,0.015748,0.025641,0.204724,0.386454,1
0.08871,0.02834,0.08871,0.007874,0.025641,0.204724,0.386454,1
0.08871,0.02834,0.08871,0.007874,0.025641,0.204724,0.733068,1
0.08871,0.032389,0.08871,0,0.025641,0,0.733068,1
0.08871,0.089069,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.02834,0.08871,0,0.025641,0,0.733068,1
0.08871,0.02834,0.08871,0,0.025641,0,0.733068,1
0.08871,0.02834,0.08871,0,0.025641,0,0.733068,1
0.060484,0.032389,0.020161,0.007874,0.025641,0,0.733068,1
0.08871,0.089069,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.020161,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.020161,0.015748,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.036437,0.08871,0.007874,0.025641,0.204724,0.733068,1
0.060484,0.02834,0.08871,0.007874,0.025641,0.204724,0.386454,1
0.08871,0.02834,0.020161,0.007874,0.025641,0.204724,0.386454,1
0.08871,0.089069,0.08871,0,0.025641,0,0.733068,1
0.08871,0.032389,0.495968,0,0.025641,0,0.733068,1
0.08871,0.089069,0.495968,0,0.025641,0,0.733068,1
0.08871,0.089069,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.02834,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.036437,0.08871,0,0.025641,0,0.733068,1
0.08871,0.02834,0.495968,0,0.025641,0,0.733068,1
0.016129,0.02834,0.020161,0.007874,0.025641,0,0.733068,1
0.016129,0.02834,0.495968,0.007874,0.025641,0,0.733068,1
0.08871,0.02834,0.495968,0.007874,0.025641,0,0.733068,1
0.08871,0.036437,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.015748,0.025641,0,0.733068,1
0.060484,0.032389,0.020161,0.007874,0.025641,0.204724,0.733068,1
0.08871,0.032389,0.020161,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.020161,0.007874,0.025641,0,0.733068,1
0.08871,0.02834,0.020161,0.007874,0.025641,0,0.733068,1
0.08871,0.089069,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.089069,0.020161,0,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0,0.025641,0,0.733068,1
0.08871,0.089069,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.089069,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.02834,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.036437,0.495968,0.007874,0.025641,0,0.733068,1
0.016129,0.036437,0.495968,0.007874,0.025641,0,0.733068,1
0.060484,0.02834,0.020161,0,0.025641,0,0.733068,1
0.060484,0.02834,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.02834,0.08871,0,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.036437,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.020161,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.495968,0,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.495968,0.007874,0.025641,0,0.733068,1
0.08871,0.036437,0.495968,0.007874,0.025641,0,0.733068,1
0.060484,0.02834,0.020161,0.015748,0.025641,0,0.733068,1
0.08871,0.02834,0.020161,0.015748,0.025641,0,0.733068,1
0.08871,0.02834,0.08871,0,0.025641,0,0.733068,1
0.08871,0.02834,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.020161,0,0.025641,0,0.733068,1
0.060484,0.02834,0.020161,0.007874,0.025641,0,0.733068,1
0.08871,0.02834,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.015748,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.015748,0.025641,0,0.733068,1
0.08871,0.036437,0.495968,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.020161,0.015748,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.089069,0.020161,0.007874,0.025641,0,0.733068,1
0.08871,0.02834,0.020161,0.015748,0.025641,0,0.733068,1
0.08871,0.02834,0.020161,0.007874,0.025641,0,0.733068,1
0.08871,0.02834,0.020161,0.007874,0.025641,0,0.733068,1
0.060484,0.02834,0.020161,0.015748,0.025641,0,0.733068,1
0.060484,0.02834,0.020161,0.015748,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.040486,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.495968,0.007874,0.025641,0,0.733068,1
0.08871,0.02834,0.08871,0,0.025641,0.204724,0.131474,1
0.08871,0.032389,0.020161,0.015748,0.025641,0,0.733068,1
0.060484,0.032389,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.020161,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.036437,0.495968,0.007874,0.025641,0,0.733068,1
0.08871,0.032389,0.08871,0.015748,0.025641,0,0.733068,1
0.08871,0.02834,0.495968,0.015748,0.025641,0,0.733068,1
0.08871,0.032389,0.495968,0.015748,0.025641,0,0.733068,1
0.08871,0.02834,0.495968,0.015748,0.025641,0,0.733068,1
0.08871,0.02834,0.495968,0.007874,0.025641,0,0.733068,1
0.08871,0.040486,0.08871,0.015748,0.025641,0,0.733068,1
0.08871,0.089069,0.08871,0,0.025641,0.204724,0.386454,1
0.08871,0.02834,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.02834,0.495968,0,0.025641,0,0.733068,1
0.08871,0.089069,0.020161,0.007874,0.025641,0,0.733068,1
0.08871,0.02834,0.495968,0.007874,0.025641,0,0.733068,1
0.016129,0.036437,0.495968,0,0.025641,0,0.733068,1
0.016129,0.036437,0.495968,0,0.025641,0,0.733068,1
0.016129,0.036437,0.495968,0.007874,0.025641,0,0.733068,1
0.08871,0.036437,0.08871,0.007874,0.025641,0,0.733068,1
0.08871,0.036437,0.495968,0.007874,0.025641,0,0.733068,1
0.08871,0.036437,0.495968,0.015748,0.025641,0,0.733068,1
0.08871,0.036437,0.495968,0.015748,0.025641,0,0.733068,1
0.08871,0.040486,0.08871,0.015748,0.025641,0,0.733068,1
0.08871,0.016194,0.076613,0.204724,0.025641,0,0.733068,2
0.096774,0.089069,0.076613,0.062992,0.025641,0,0.733068,2
0.08871,0.076923,0.076613,0.133858,0.025641,0,0.733068,2
0.08871,0.101215,0.076613,0.204724,0.025641,0,0.733068,2
0.08871,0.105263,0.08871,0.149606,0.025641,0,0.733068,2
0.08871,0.089069,0.004032,0.149606,0.025641,0,0.733068,2
0.08871,0.076923,0.08871,0.133858,0.025641,0,0.733068,2
0.096774,0.089069,0.08871,0.11811,0.025641,0,0.733068,2
0.096774,0.089069,0.08871,0.149606,0.025641,0,0.733068,2
0.096774,0.109312,0.08871,0.204724,0.025641,0,0.733068,2
0.076613,0.024291,0.08871,0.204724,0.025641,0,0.733068,2
0.096774,0.089069,0.08871,0.11811,0.025641,0,0.733068,2
0.08871,0.089069,0.08871,0.141732,0.025641,0,0.733068,2
0.08871,0.089069,0.08871,0.133858,0.025641,0,0.733068,2
0.104839,0.097166,0.08871,0.133858,0.025641,0,0.733068,2
0.08871,0.101215,0.08871,0.125984,0.025641,0,0.733068,2
0.096774,0.089069,0.08871,0.204724,0.025641,0,0.733068,2
0.096774,0.089069,0.08871,0.149606,0.025641,0,0.733068,2
0.08871,0.105263,0.076613,0.149606,0.025641,0,0.733068,2
0.096774,0.109312,0.108871,0.110236,0.025641,0,0.733068,2
0.096774,0.089069,0.076613,0.149606,0.025641,0,0.733068,2
0.096774,0.080972,0.096774,0.141732,0.025641,0,0.733068,2
0.08871,0.105263,0.076613,0.149606,0.025641,0,0.733068,2
0.092742,0.089069,0.08871,0.102362,0.025641,0,0.733068,2
0.096774,0.016194,0.004032,0.188976,0.025641,0,0.733068,3
0.096774,0.089069,0.004032,0.204724,0.025641,0,0.733068,3
0.08871,0.016194,0.08871,0.204724,0.025641,0,0.733068,3
0.08871,0.089069,0.08871,0.188976,0.025641,0,0.733068,3
0.096774,0.080972,0.08871,0.23622,0.025641,0,0.733068,3
0.104839,0.089069,0.08871,0.204724,0.025641,0,0.733068,3
0.096774,0.016194,0.076613,0.204724,0.025641,0,0.733068,3
0.104839,0.089069,0.08871,0.220472,0.025641,0,0.733068,3
0.104839,0.089069,0.104839,0.204724,0.025641,0,0.733068,3
0.104839,0.089069,0.08871,0.204724,0.025641,0,0.733068,3
0.104839,0.080972,0.068548,0.181102,0.025641,0,0.733068,3
0.096774,0.016194,0.08871,0.204724,0.025641,0,0.733068,3
0.104839,0.089069,0.08871,0.204724,0.025641,0,0.733068,3
0.104839,0.080972,0.08871,0.23622,0.025641,0,0.733068,3
0.096774,0.089069,0.08871,0.19685,0.025641,0,0.733068,3
0.108871,0.089069,0.08871,0.204724,0.025641,0,0.733068,3
0.096774,0.089069,0.068548,0.181102,0.025641,0,0.733068,3
0.096774,0.016194,0.068548,0.212598,0.025641,0,0.733068,3
0.108871,0.089069,0.08871,0.07874,0.025641,0,0.733068,3
0.104839,0.016194,0.08871,0.220472,0.025641,0,0.733068,3
0.104839,0.080972,0.08871,0.228346,0.025641,0,0.733068,3
0.08871,0.089069,0.08871,0.19685,0.025641,0.204724,0.131474,3
0.08871,0.089069,0.104839,0.204724,0.025641,0,0.733068,3
0.08871,0.089069,0.08871,0.181102,0.025641,0,0.733068,3
0.096774,0.089069,0.112903,0.212598,0.025641,0,0.733068,3
0.096774,0.089069,0.068548,0.212598,0.025641,0,0.733068,3
0.108871,0.089069,0.08871,0.220472,0.025641,0,0.733068,3
0.096774,0.089069,0.08871,0.188976,0.025641,0,0.733068,3
0.08871,0.052632,0.044355,1,0.025641,1,0.573705,3
0.08871,0.044534,0.08871,0.110236,0.025641,0,0.733068,3
0.08871,0.089069,0.104839,0.220472,0.025641,0,0.733068,3
0.100806,0.089069,0.08871,0.204724,0.025641,0,0.733068,3
0.096774,0.089069,0.068548,0.212598,0.025641,0,0.733068,3
0.096774,0.016194,0.08871,0.204724,0.025641,0,0.733068,3
0.096774,0.016194,0.08871,0.228346,0.025641,0,0.733068,3
0.084677,0.052632,0.080645,0.086614,0.025641,1,0.573705,3
0.084677,0.089069,0.08871,0.11811,0.025641,0.204724,0.131474,3
0.08871,0.089069,0.08871,0.204724,0.025641,0,0.733068,3
0.096774,0.089069,0.08871,0.204724,0.025641,0,0.733068,3
0.100806,0.089069,0.08871,0.204724,0.025641,0,0.733068,3
0.100806,0.089069,0.08871,0.181102,0.025641,0,0.733068,3
0.100806,0.089069,0,0.204724,0.025641,0,0.733068,3
0.084677,0.016194,0.08871,0.204724,0.876068,0.141732,0.705179,4
0.08871,0.05668,0.08871,0.141732,0.529915,0.110236,0.856574,4
0.08871,0.05668,0.096774,0.204724,0.594017,0.228346,0.155378,4
0.08871,0.089069,0.08871,0.149606,0.08547,0.204724,0.187251,4
0.080645,0.060729,0.096774,0.204724,0.051282,0.19685,0.605578,4
0.08871,0.060729,0.08871,0.149606,0.918803,0.204724,0.685259,4
0.080645,0.089069,0.096774,0.149606,0.594017,0.204724,0.179283,4
0.080645,0.052632,0.108871,0.149606,0.08547,0.220472,0.40239,4
0.080645,0.048583,0.08871,0.141732,0.051282,0.228346,0.131474,4
0.080645,0.089069,0.08871,0.204724,0.461538,0.141732,0.14741,4
0.080645,0.089069,0.08871,0.204724,0.529915,0.204724,0.386454,4
0.080645,0.05668,0.104839,0.141732,0.529915,0.220472,0.36255,4
0.08871,0.044534,0.08871,0.149606,0.051282,0.204724,0.131474,4
0.080645,0.052632,0.08871,0.149606,0.876068,0.11811,0.884462,4
0.08871,0.052632,0.08871,0.204724,0.918803,0.204724,0.697211,4
0.080645,0.05668,0.104839,0.141732,0.918803,1,0.856574,4
0.08871,0.048583,0.076613,0.204724,0.051282,0.204724,0.856574,4
0.08871,0.048583,0.08871,0.204724,0.876068,0.204724,0.386454,4
0.084677,0.048583,0.08871,0.204724,0.876068,0.094488,0.434263,4
0.08871,0.044534,0.08871,0.149606,0.918803,0.11811,0.884462,4
0.08871,0.060729,0.096774,0.141732,0,0.204724,0.386454,4
0.08871,0.060729,0.08871,0.062992,0.051282,0.188976,0.434263,4
0.084677,0.048583,0.08871,0.204724,0.051282,0.086614,0.85259,4
0.08871,0.048583,0.08871,0.204724,0.461538,0.141732,0.14741,4
0.08871,0.052632,0.096774,0.204724,0.025641,0.204724,0.733068,4
0.08871,0.052632,0.104839,0.141732,0.025641,0.204724,0.386454,4
0.08871,0.044534,0.08871,0.204724,0.051282,0.204724,0.856574,4
0.08871,0.040486,0.076613,0.204724,0.876068,0.11811,0.38247,4
0.08871,0.052632,0.08871,0.204724,0.068376,0.141732,0.131474,4
0.080645,0.05668,0.092742,0.204724,0.089744,0.11811,0.171315,4
0.08871,0.05668,0.024194,0.204724,0.316239,0.062992,0.131474,4
0.080645,0.089069,0.024194,0.204724,0.867521,0.149606,0.613546,4
0.08871,0.089069,0.08871,0.204724,0.57265,0.086614,0.685259,4
0.084677,0.044534,0.08871,0.062992,0.068376,0.141732,0.131474,4
0.084677,0.048583,0.076613,0.062992,0.089744,0.11811,0.171315,4
0.084677,0.089069,0.076613,0.204724,0.316239,0.141732,0.131474,4
0.08871,0.016194,0.08871,0.062992,0.115385,0.062992,0.131474,4
0.08871,0.089069,0.08871,0.204724,0.57265,0.11811,0.171315,4
0.08871,0.044534,0.08871,0.141732,0.068376,0.149606,0.151394,4
0.084677,0.060729,0.08871,0.204724,0.166667,0.110236,0.936255,4
0.096774,0.080972,0.08871,0.204724,0.316239,0.110236,0.936255,4
0.084677,0.089069,0.08871,0.204724,0.867521,0.204724,0.183267,4
0.08871,0.060729,0.08871,0.062992,0.858974,0.11811,0.171315,4
0.084677,0.05668,0.076613,0.204724,0.094017,0.204724,0.677291,4
0.08871,0.089069,0.08871,0.204724,0.316239,0.149606,0.151394,4
0.08871,0.016194,0.08871,0.188976,0.115385,0.110236,0.936255,4
0.084677,0.05668,0.08871,0.19685,0.854701,0.11811,0.171315,4
0.08871,0.060729,0.08871,0.062992,0.858974,0.204724,0.131474,4
0.084677,0.089069,0.076613,0.062992,0.094017,0.204724,0.131474,4
0.084677,0.089069,0.08871,0.204724,0.316239,0.062992,0.131474,4
0.084677,0.060729,0.08871,0.204724,0.115385,0.141732,0.131474,4
0.080645,0.048583,0.004032,0.204724,0.854701,0.141732,0.131474,4
0.084677,0.05668,0.08871,0.188976,0.858974,0.204724,0.131474,4
0.08871,0.040486,0.08871,0.125984,0.619658,0.141732,0.131474,4
0.08871,0.044534,0.096774,0.133858,0.884615,0.141732,0.131474,4
0.08871,0.044534,0.08871,0.141732,0.589744,0.062992,0.131474,4
0.080645,0.05668,0.092742,0.204724,0.094017,0.204724,0.131474,4
0.08871,0.044534,0.092742,0.062992,0.619658,0.11811,0.884462,4
0.08871,0.052632,0.024194,0.204724,0.884615,0.141732,0.131474,4
0.080645,0.016194,0.08871,0.204724,0.589744,0.062992,0.131474,4
0.08871,0.080972,0.08871,0.204724,0.094017,0.204724,0.131474,4
0.08871,0.052632,0.08871,0.188976,0.850427,0.11811,0.884462,4
0.08871,0.089069,0.08871,0.204724,0.884615,0.062992,0.131474,4
0.084677,0.089069,0.004032,0.19685,0.589744,0.062992,0.131474,4
0.084677,0.052632,0.08871,0.204724,0.094017,0.204724,0.131474,4
0.096774,0.089069,0.08871,0.125984,0.025641,0,0.733068,5
0.084677,0.089069,0.100806,0.11811,0.025641,0,0.733068,5
0.084677,0.048583,0.08871,0.149606,0.025641,0,0.733068,5
0.080645,0.052632,0.08871,0.141732,0.025641,0,0.733068,5
0.080645,0.05668,0.104839,0.125984,0.025641,0,0.733068,5
0.100806,0.097166,0.104839,0.110236,0.025641,0,0.733068,5
0.104839,0.097166,0.108871,0.110236,0.025641,0,0.733068,5
0.084677,0.089069,0.104839,0.110236,0.025641,0,0.733068,5
0.08871,0.052632,0.096774,0.125984,0.025641,0,0.733068,5
0.08871,0.060729,0.100806,0.11811,0.025641,0,0.733068,5
0.08871,0.060729,0.08871,0.133858,0.025641,0,0.733068,5
0.084677,0.048583,0.08871,0.149606,0.025641,0,0.733068,5
0.08871,0.044534,0.08871,0.141732,0.025641,0,0.733068,5
0.016129,0.048583,0.08871,0.125984,0.025641,0,0.733068,5
0.084677,0.052632,0.100806,0.110236,0.025641,0,0.733068,5
0.104839,0.089069,0.104839,0.102362,0.025641,0,0.733068,5
0.08871,0.089069,0.100806,0.11811,0.025641,0,0.733068,5
0.016129,0.044534,0.08871,0.110236,0.025641,0,0.733068,5
0.08871,0.089069,0.096774,0.141732,0.025641,0,0.733068,5
0.08871,0.089069,0.104839,0.125984,0.025641,0,0.733068,5
0.08871,0.089069,0.072581,0.220472,0.025641,0,0.733068,5
0.084677,0.060729,0.08871,0.204724,0.025641,0,0.733068,5
0.08871,0.05668,0.108871,0.125984,0.025641,0,0.733068,5
0.084677,0.060729,0.108871,0.11811,0.025641,0,0.733068,5
0.104839,0.089069,0.108871,0.102362,0.025641,0,0.733068,5
0.104839,0.089069,0.108871,0.102362,0.025641,0,0.733068,5
0.08871,0.060729,0.108871,0.11811,0.025641,0,0.733068,5
0.096774,0.089069,0.096774,0.141732,0.025641,0,0.733068,5
0.084677,0.089069,0.08871,0.133858,0.025641,0,0.733068,5
0.084677,0.089069,0.104839,0.133858,0.025641,0,0.733068,5
0.08871,0.052632,0.104839,0.141732,0.025641,0,0.733068,5
0.084677,0.048583,0.08871,0.149606,0.025641,0,0.733068,5
0.084677,0.052632,0.08871,0.149606,0.025641,0,0.733068,5
0.084677,0.052632,0.100806,0.11811,0.025641,0,0.733068,5
0.08871,0.089069,0.080645,0.094488,0.025641,0,0.733068,5
0.08871,0.060729,0.108871,0.11811,0.025641,0,0.733068,5
0.104839,0.089069,0.08871,0.204724,0.025641,0,0.733068,5
0.084677,0.089069,0.08871,0.133858,0.025641,0,0.733068,5
0.080645,0.052632,0.08871,0.102362,0.025641,0,0.733068,5
0.08871,0.052632,0.100806,0.133858,0.025641,0,0.733068,5
0.08871,0.052632,0.108871,0.133858,0.025641,0,0.733068,5
0.080645,0.048583,0.108871,0.133858,0.025641,0,0.733068,5
0.08871,0.052632,0.08871,0.102362,0.025641,0,0.733068,5
0.08871,0.016194,0.108871,0.11811,0.025641,0,0.733068,5
0.084677,0.052632,0.104839,0.149606,0.025641,0,0.733068,5
0.016129,0.048583,0.100806,0.125984,0.025641,0,0.733068,5
0.016129,0.048583,0.100806,0.125984,0.025641,0,0.733068,5
0.016129,0.048583,0.100806,0.110236,0.025641,0,0.733068,5
0.08871,0.040486,0.080645,0.086614,0.025641,0.204724,0.131474,5
0.08871,0.044534,0.100806,0.125984,0.025641,0,0.733068,5
0.08871,0.044534,0.108871,0.125984,0.025641,0,0.733068,5
0.08871,0.05668,0.100806,0.125984,0.025641,0,0.733068,5
0.08871,0.060729,0.108871,0.133858,0.025641,0.204724,0.131474,5
0.08871,0.048583,0.100806,0.125984,0.025641,0,0.733068,5
0.08871,0.040486,0.100806,0.11811,0.025641,0,0.733068,5
0.08871,0.048583,0.08871,0.125984,0.025641,0,0.733068,5
0.08871,0.052632,0.100806,0.141732,0.025641,0,0.733068,5
0.08871,0.052632,0.100806,0.125984,0.025641,0,0.733068,5
0.056452,0.044534,0.08871,0.110236,0.025641,0,0.733068,5
0.08871,0.044534,0.08871,0.110236,0.025641,0,0.733068,5
0.08871,0.044534,0.108871,0.133858,0.025641,0,0.733068,5
0.08871,0.080972,0.104839,0.133858,0.025641,0,0.733068,5
0.08871,0.044534,0.084677,0.11811,0.025641,0,0.733068,5
0.08871,0.040486,0.08871,0.11811,0.025641,0,0.733068,5
0.08871,0.048583,0.096774,0.125984,0.025641,0,0.733068,5
0.084677,0.089069,0.084677,0.102362,0.025641,0,0.733068,5
0.08871,0.052632,0.096774,0.125984,0.025641,0,0.733068,5
0.08871,0.040486,0.08871,0.11811,0.025641,0,0.733068,5
