@relation waveform-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.AddExpression-Ea41+1-Nexpression-weka.filters.unsupervised.attribute.Remove-R41

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute x11 numeric
@attribute x12 numeric
@attribute x13 numeric
@attribute x14 numeric
@attribute x15 numeric
@attribute x16 numeric
@attribute x17 numeric
@attribute x18 numeric
@attribute x19 numeric
@attribute x20 numeric
@attribute x21 numeric
@attribute x22 numeric
@attribute x23 numeric
@attribute x24 numeric
@attribute x25 numeric
@attribute x26 numeric
@attribute x27 numeric
@attribute x28 numeric
@attribute x29 numeric
@attribute x30 numeric
@attribute x31 numeric
@attribute x32 numeric
@attribute x33 numeric
@attribute x34 numeric
@attribute x35 numeric
@attribute x36 numeric
@attribute x37 numeric
@attribute x38 numeric
@attribute x39 numeric
@attribute x40 numeric
@attribute a41+1 {1,2,3}

@data
0.550073,0.380187,0.476252,0.42905,0.552813,0.422624,0.492174,0.462512,0.457769,0.329854,0.315789,0.447808,0.595238,0.440311,0.387355,0.599244,0.582863,0.51343,0.679715,0.564036,0.637483,0.243902,0.517241,0.651734,0.592641,0.584677,0.43956,0.643443,0.509434,0.313584,0.484973,0.777273,0.451613,0.342342,0.5625,0.655474,0.639344,0.740371,0.501462,0.391724,1
0.474601,0.251673,0.32991,0.280447,0.356367,0.304072,0.170435,0.544304,0.308655,0.381002,0.314715,0.636743,0.8171,0.500865,0.515583,0.312854,0.565913,0.522727,0.657177,0.602846,0.601915,0.453372,0.653793,0.319364,0.337714,0.630376,0.42033,0.668033,0.299191,0.445087,0.629781,0.722727,0.507331,0.311454,0.254261,0.556204,0.76155,0.512126,0.323099,0.602759,3
0.441219,0.448461,0.649551,0.141899,0.387957,0.377376,0.578261,0.62999,0.413973,0.745303,0.824919,0.656576,0.766234,0.379758,0.464826,0.284499,0.463277,0.453512,0.549229,0.300129,0.528044,0.315638,0.617931,0.848266,0.151117,0.369624,0.424451,0.554645,0.380054,0.563584,0.639344,0.845455,0.256598,0.676963,0.454545,0.49635,0.597615,0.445078,0.554094,0.508966,3
0.381713,0.492637,0.596919,0.47486,0.725568,0.711312,0.538261,0.708861,0.641293,0.564718,0.537057,0.612735,0.428571,0.232699,0.240427,0.301512,0.323917,0.530992,0.373665,0.457956,0.599179,0.558106,0.664828,0.693642,0.542707,0.393817,0.489011,0.480874,0.548518,0.365607,0.338798,0.687879,0.482405,0.316602,0.47017,0.515328,0.658718,0.413695,0.345029,0.517241,2
0.481858,0.556894,0.471117,0.472626,0.475814,0.266063,0.364348,0.323272,0.296142,0.310021,0.26638,0.475992,0.508658,0.507785,0.687444,0.661626,0.80791,0.460744,0.446026,0.598965,0.380301,0.398852,0.481379,0.280347,0.332457,0.389785,0.51511,0.594262,0.265499,0.622832,0.586066,0.362121,0.353372,0.314028,0.34233,0.508029,0.591654,0.420827,0.309942,0.558621,1
0.738752,0.47925,0.071887,0.423464,0.24383,0.332127,0.230435,0.18111,0.184567,0.312109,0.485499,0.602296,0.549784,0.688581,0.779163,0.912098,0.614878,0.590909,0.550415,0.901682,0.407661,0.1033,0.38069,0.41474,0.622865,0.465054,0.614011,0.830601,0.605121,0.41474,0.382514,0.415152,0.312317,0.362934,0.512784,0.642336,0.457526,0.64622,0,0.586207,3
0.53701,0.506024,0.424904,0.451397,0.440276,0.413575,0.490435,0.657254,0.812304,0.882046,0.557465,0.646138,0.448052,0.495675,0.369546,0.276938,0.314501,0.426653,0.480427,0.283312,0.465116,0.446198,0.213793,0.372832,0.547963,0.442204,0.412088,0.385246,0.559299,0.791908,0.521858,0.406061,0.495601,0.637066,0.690341,0.560584,0.603577,0.747504,0.548246,0.648276,2
0.5791,0.356091,0.508344,0.312849,0.531096,0.425339,0.52087,0.686465,0.732013,0.620042,0.854995,0.682672,0.468615,0.515571,0.374889,0.285444,0.222222,0.345041,0.291815,0.417853,0.281806,0.322812,0.671724,0.631503,0.34954,0.610215,0.550824,0.464481,0.504043,0.554913,0.396175,0.528788,0.180352,0.468468,0.420455,0.581022,0.424739,0.437946,0.426901,0.504828,2
0.455733,0.427041,0.30552,0.201117,0.359329,0.247059,0.413043,0.540409,0.5756,0.814196,0.489796,0.518789,0.622294,0.574394,0.398931,0.306238,0.327684,0.381198,0.202847,0.500647,0.649795,0.583931,0.42069,0.540462,0.395532,0.56586,0.377747,0.322404,0.447439,0.226879,0.577869,0.522727,0.510264,0.344916,0.491477,0.308029,0.283159,0.562054,0.20614,0.444138,2
0.624093,0.427041,0.390244,0.373184,0.205331,0.445249,0.17913,0.458617,0.35245,0.514614,0.491944,0.578288,0.900433,0.551038,0.440784,0.650284,0.530132,0.795455,0.489917,0.626132,0.451436,0.347202,0.485517,0.504335,0.471748,0.283602,0.34478,0.538251,0.778976,0.429191,0.405738,0.730303,0.664223,0.428571,0.423295,0.751825,0.298063,0.258203,0.549708,0.364138,3
0.373004,0.287818,0.414634,0.624581,0.513327,0.487783,0.44087,0.644596,0.467153,0.485386,0.247046,0.5,0.426407,0.553633,0.58415,0.502836,0.625235,0.525826,0.690391,0.620957,0.212038,0.447633,0.404138,0.784682,0.402102,0.447581,0.512363,0.789617,0.595687,0.508671,0.448087,0.389394,0.439883,0.534106,0.423295,0.718248,0.320417,0.603424,0.406433,0.537931,1
0.693759,0.405622,0.440308,0.413408,0.307009,0.359276,0.509565,0.359299,0.168926,0.429019,0.3942,0.590814,0.527056,0.469723,0.650045,0.588847,0.652542,0.614669,0.787663,0.580854,0.529412,0.515065,0.44,0.67341,0.727989,0.498656,0.534341,0.427596,0.339623,0.58815,0.325137,0.6,0.434018,0.612613,0.62358,0.522628,0.640835,0.419401,0.535088,0.532414,1
0.351234,0.539491,0.775353,0.588827,0.501481,0.404525,0.404348,0.379747,0.591241,0.394572,0.554243,0.456159,0.880952,0.642734,0.570793,0.701323,0.686441,0.557851,0.513642,0.408797,0.738714,0.520803,0.317241,0.739884,0.679369,0.674731,0.255495,0.401639,0.725067,0.351156,0.467213,0.630303,0.475073,0.498069,0.451705,0.50073,0.436662,0.446505,0.22076,0.666207,1
0.635704,0.337349,0.168164,0.486034,0.383021,0.336652,0.433913,0.48296,0.539103,0.756785,0.747583,0.868476,0.617965,0.493945,0.412289,0.482987,0.389831,0.230372,0.461447,0.346701,0.402189,0.579627,0.372414,0.552023,0.328515,0.587366,0.721154,0.325137,0.598383,0.346821,0.386612,0.577273,0.715543,0.232947,0.518466,0.607299,0.272727,0.485021,0.549708,0.495172,2
0.708273,0.433735,0.249037,0.448045,0.186575,0.350226,0.337391,0.318403,0.457769,0.453027,0.393126,0.444676,0.658009,0.568339,0.593054,0.514178,0.714689,0.524793,0.440095,0.439845,0.437756,0.340029,0.448276,0.41763,0.310118,0.49328,0.446429,0.449454,0.361186,0.277457,0.453552,0.463636,0.546921,0.526384,0.340909,0.575182,0.296572,0.343795,0.741228,0.531034,3
0.428157,0.141901,0.480103,0.284916,0.30306,0.347511,0.39913,0.713729,0.523462,0.460334,0.765843,0.685804,0.62987,0.493945,0.26358,0.275992,0.398305,0.22314,0.542112,0.108668,0.612859,0.365854,0.273103,0.58526,0.44021,0.538978,0.736264,0.280055,0.460916,0.776012,0.525956,0.463636,0.118768,0.416988,0.548295,0.608759,0.585693,0.71184,0.668129,0.657931,2
0.557329,0.266399,0.414634,0.267039,0.366239,0.39095,0.386957,0.421616,0.626694,0.713987,0.70247,0.753653,0.829004,0.551903,0.442565,0.202268,0.460452,0.522727,0.396204,0.513583,0.370725,0.575323,0.348966,0.419075,0.29435,0.548387,0.541209,0.479508,0.597035,0.41185,0.379781,0.35,0.715543,0.592021,0.428977,0.49635,0.520119,0.472183,0.383041,0.484138,2
0.892598,0.51004,0.508344,0.451397,0.392892,0.40362,0.346957,0.450828,0.599583,0.64405,0.712137,0.606472,0.662338,0.50692,0.306322,0.398866,0.319209,0.306818,0.589561,0.326003,0.53078,0.338594,0.331034,0.722543,0.332457,0.731183,0.535714,0.696721,0.134771,0.362717,0.536885,0.574242,0.501466,0.644788,0.461648,0.672993,0.684054,0.445078,0.282164,0.49931,2
0.583454,0.531459,0.514763,0.374302,0.536032,0.567421,0.606957,0.497566,0.478624,0.722338,0.726101,0.755741,0.55303,0.557958,0.337489,0.29017,0.478343,0.279959,0.516014,0.443726,0.629275,0.43472,0.441379,0.432081,0.520368,0.409946,0.598901,0.509563,0.350404,0.241329,0.355191,0.578788,0.480938,0.45045,0.633523,0.363504,0.511177,0.757489,0.50731,0.343448,2
0.464441,0.473896,0.50706,0.319553,0.298124,0.488688,0.404348,0.50925,0.64025,0.755741,0.541353,0.56263,0.864719,0.450692,0.306322,0.408318,0.396422,0.457645,0.608541,0.355757,0.566347,0.582496,0.612414,0.432081,0.534823,0.513441,0.936813,0.536885,0.729111,0.546243,0.796448,0.736364,0.646628,0.333333,0.419034,0.868613,0.645306,0.527817,0.47076,0.753103,2
0.605225,0.472557,0.318357,0.324022,0.325765,0.264253,0.249565,0.311587,0.335766,0.542797,0.846402,0.611691,0.849567,0.602941,0.625111,0.701323,0.77307,0.501033,0.646501,0.608021,0.611491,0.576758,0.373793,0.128613,0.534823,0.360215,0.519231,0.711749,0.474394,0.381503,0.577869,0.428788,0.369501,0.516088,0.551136,0.648175,0.454545,0.559201,0.751462,0.518621,3
0.49492,0.643909,0.509628,0.349721,0.434353,0.660633,0.656522,0.669912,0.677789,0.716075,0.682062,0.599165,0.616883,0.438581,0.153161,0.379017,0.384181,0.367769,0.457888,0.419146,0.586867,0.493544,0.448276,0.407514,0.617608,0.327957,0.520604,0.486339,0.787062,0.504335,0.460383,0.543939,0.662757,0.608752,0.596591,0.772263,0.597615,0.492154,0.46345,0.511724,2
